position,positionStringShort,name,positionRow,isCaptain,rating,fantasyScore,minutesPlayed,isGoalkeeper,goal,assist,subbedOutTime,yellowCard,redCard,total_shots,accurate_passes,chances_created,expected_goals(xG),expected_goals_on_target(xGOT),expected_assists(xA),xG+xA,shot_accuracy,blocked_shots,touches,touches_in_opposition_box,passes_into_final_third,accurate_long_balls,dispossessed,xG_Non_penalty,tackles_won,clearances,headed_clearance,defensive_actions,recoveries,dribbled_past,duels_won,duels_lost,ground_duels_won,aerial_duels_won,was_fouled,fouls_commited,successful_dribbles,penalties_won,big_chances_missed,accurate_crosses
Attacker,ST,Nicolas Jackson,5,False,7.6,5,89,False,1,0,90,1,0,3,50,0,0.68,0.7,0.01,0.69,100,1,23,4,1,0,1,0.68,0,1,1,1,1,0,2,3,25,100,0,0,33,0,0,0
Attacker,ST,Erling Haaland,5,False,9.3,13 + 3,90,False,2,1,,0,0,4,91,3,2.03,2.34,0.03,2.06,75,0,21,9,1,100,0,1.24,0,0,0,2,2,0,3,2,50,100,2,2,0,1,2,0
Midfielder,LW,Jérémy Doku,4,False,6.6,0,59,False,0,0,59,1,0,1,71,0,0.09,0.08,0.07,0.16,100,0,30,11,0,0,2,0.09,100,0,0,3,1,1,6,6,50,0,0,1,57,0,0,0
Midfielder,AM,Bernardo Silva,4,False,7.7,5 + 2,90,False,0,1,,0,0,0,92,2,0,0,0.18,0.18,0,0,69,5,4,100,1,0,50,0,0,3,6,1,3,3,50,0,0,1,100,0,0,17
Midfielder,AM,Julián Álvarez,4,False,7.2,5,79,False,0,1,79,0,0,2,89,2,0.15,0.12,0.09,0.24,100,1,50,8,2,100,2,0.15,0,0,0,1,1,0,1,3,25,0,0,1,100,0,0,29
Midfielder,RW,Phil Foden,4,False,7.7,2,90,False,0,0,,0,0,3,91,1,0.17,0.51,0.14,0.31,67,0,61,5,2,0,1,0.17,100,0,0,4,6,1,8,7,53,0,2,0,50,0,0,100
Midfielder,DM,Manuel Akanji,2,False,8.0,6,90,False,1,0,,0,0,1,93,0,0.29,0.29,0.02,0.31,100,0,73,1,9,60,1,0.29,50,2,1,8,5,0,3,1,75,0,1,0,0,0,0,0
Midfielder,DM,Rodri,2,False,8.3,6,90,False,1,0,,1,0,1,88,3,0.03,0.16,0.09,0.12,100,0,91,1,7,80,1,0.03,0,0,0,7,9,3,4,7,36,0,2,3,100,0,0,0
Defender,CB,Josko Gvardiol,1,False,6.0,0,90,False,0,0,,0,0,1,94,0,0.01,0.03,0.02,0.03,100,0,76,1,10,100,1,0.01,33,0,0,6,7,0,5,3,67,50,1,1,0,0,0,0
Defender,CB,Ruben Dias,1,False,6.3,0,90,False,0,0,,0,0,0,90,0,0,0,0.07,0.07,0,0,99,0,9,50,0,0,100,8,3,11,3,2,3,5,33,50,1,2,0,0,0,100
Defender,CB,Kyle Walker,1,True,6.8,0,90,False,0,0,,0,0,1,83,1,0.07,0,0.02,0.09,0,0,70,1,5,0,0,0.07,33,2,0,9,5,1,4,5,44,0,1,3,0,0,0,0
Keeper,GK,Ederson Moraes,0,False,7.4,1,90,True,0,0,,0,0,0,92,0,0,0,0,0,0,0,51,0,0,70,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Keeper,GK,Sam Johnstone,0,False,4.7,1,90,True,0,0,,0,0,0,81,0,0,0,0,0,0,0,31,0,0,44,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Defender,RB,Joel Ward,1,True,6.5,1,90,False,0,0,,0,0,1,86,2,0.06,0,0.04,0.1,0,0,82,2,9,0,1,0.06,0,4,3,5,2,0,7,4,67,63,0,0,100,0,0,33
Defender,CB,Joachim Andersen,1,False,6.4,1,90,False,0,0,,0,0,0,94,0,0,0,0.02,0.02,0,0,134,1,19,81,0,0,100,7,3,11,3,0,2,1,100,50,0,0,0,0,0,0
Defender,CB,Marc Guehi,1,False,7.0,1,90,False,0,0,,0,0,0,90,0,0,0,0.01,0.01,0,0,141,0,14,57,1,0,50,7,4,13,11,0,11,6,60,71,3,3,100,0,0,0
Defender,LB,Tyrick Mitchell,1,False,6.3,1,90,False,0,0,,0,0,0,80,0,0,0,0.08,0.08,0,0,82,0,7,25,1,0,60,3,1,9,5,1,6,2,71,100,0,0,0,0,0,0
Midfielder,DM,Will Hughes,2,False,5.9,2,89,False,0,0,89,0,0,0,82,0,0,0,0.35,0.35,0,0,66,6,0,100,2,0,33,0,0,3,6,1,5,3,63,0,1,0,100,0,0,100
Midfielder,DM,Jefferson Lerma,2,False,8.5,5 + 3,90,False,0,1,,0,0,2,88,4,0.15,0,0.45,0.6,0,1,115,4,14,57,0,0.15,0,2,1,8,13,0,13,3,100,73,4,0,0,0,0,0
Midfielder,RW,Jordan Ayew,4,False,6.8,2,90,False,0,0,,0,0,0,88,0,0,0,0.03,0.03,0,0,65,4,0,100,2,0,0,1,1,2,6,1,7,6,54,0,4,1,50,0,0,0
Midfielder,AM,Eberechi Eze,4,False,8.4,6,90,False,1,0,,1,0,2,84,2,0.85,1.04,0.07,0.92,100,0,63,11,3,100,3,0.06,40,0,0,8,5,2,12,9,60,0,4,3,75,1,0,0
Midfielder,LW,Jeffrey Schlupp,4,False,6.7,2,67,False,0,0,67,0,0,0,83,1,0,0,0.01,0.01,0,0,34,3,1,0,1,0,100,1,1,4,1,0,4,4,50,50,0,1,100,0,0,0
Attacker,ST,Odsonne Edouard,5,False,6.9,6,83,False,1,0,83,0,0,6,88,1,0.96,1.07,0.06,1.02,100,4,36,15,1,100,5,0.96,0,0,0,1,3,0,2,9,13,33,0,1,50,0,0,0
Attacker,ST,Dominic Calvert-Lewin,5,False,5.8,2,77,False,0,0,77,0,0,0,58,1,0,0,0.05,0.05,0,0,20,4,2,0,2,0,0,0,0,2,1,1,4,16,0,27,0,2,0,0,0,0
Midfielder,AM,Abdoulaye Doucouré,4,False,7.7,9 + 2,90,False,1,0,,1,0,1,79,0,0.72,0.14,0.02,0.74,100,0,37,3,1,50,0,0.72,100,2,0,6,4,1,1,10,17,0,0,3,0,0,0,0
Midfielder,LM,Dwight McNeil,3,False,6.7,2,90,False,0,0,,0,0,1,86,0,0.03,0.03,0.08,0.11,100,0,49,2,6,40,1,0.03,33,1,1,5,3,2,3,7,38,0,0,0,0,0,0,29
Midfielder,CM,Amadou Onana,3,False,6.4,0,45,False,0,0,46,1,0,0,100,0,0,0,0.01,0.01,0,0,23,0,2,100,1,0,0,0,0,0,3,1,1,2,33,0,1,0,0,0,0,0
Midfielder,CM,James Garner,3,False,7.6,1,90,False,0,0,,1,0,1,82,0,0.05,0,0.01,0.06,0,0,52,0,6,0,0,0.05,33,3,0,10,6,2,7,5,58,0,2,3,100,0,0,0
Midfielder,RM,Jack Harrison,3,False,7.1,5,90,False,0,1,,0,0,0,63,2,0,0,0.39,0.39,0,0,39,3,1,0,6,0,100,2,0,6,3,0,3,10,23,0,1,2,33,0,0,67
Defender,LB,Vitalii Mykolenko,1,False,8.6,9,90,False,1,0,,1,0,3,72,0,0.54,0.73,0.06,0.6,50,1,60,2,4,25,0,0.54,67,5,3,13,5,1,5,4,50,100,0,3,100,0,0,0
Defender,CB,Jarrad Branthwaite,1,False,7.1,1,90,False,0,0,,0,0,0,75,0,0,0,0,0,0,0,45,0,8,25,0,0,0,8,4,13,7,1,5,3,50,75,1,1,0,0,0,0
Defender,CB,James Tarkowski,1,True,7.4,1,90,False,0,0,,0,0,0,71,0,0,0,0.01,0.01,0,0,55,3,9,57,1,0,60,8,6,18,1,1,10,3,78,75,1,0,100,0,0,0
Defender,RB,Ashley Young,1,False,7.2,1,89,False,0,0,90,0,0,0,67,1,0,0,0.03,0.03,0,0,62,0,14,31,0,0,0,2,1,6,4,0,1,2,100,0,0,0,0,0,0,17
Keeper,GK,Jordan Pickford,0,False,7.0,2,90,True,0,0,,0,0,0,50,0,0,0,0,0,0,0,44,0,0,28,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Keeper,GK,Alisson Becker,0,False,7.4,7,90,True,0,0,,0,0,0,59,0,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Defender,RB,Trent Alexander-Arnold,1,False,7.6,6 + 1,89,False,0,0,90,0,0,0,78,2,0,0,0.27,0.27,0,0,84,0,10,40,0,0,0,1,0,2,5,1,2,1,50,100,0,0,100,0,0,17
Defender,CB,Joel Matip,1,False,7.4,5,90,False,0,0,,1,0,1,83,1,0.03,0,0.01,0.04,0,1,59,4,5,80,0,0.03,50,3,2,9,6,0,7,6,50,57,1,3,0,0,0,0
Defender,CB,Virgil van Dijk,1,True,7.8,6,90,False,0,0,,0,0,1,89,0,0.07,0.05,0.01,0.08,100,0,74,2,6,100,0,0.07,33,4,2,10,3,0,10,2,80,86,1,1,0,0,0,0
Defender,LB,Konstantinos Tsimikas,1,False,8.8,12 + 3,90,False,0,2,,0,0,1,85,3,0.03,0,0.33,0.36,0,0,74,4,4,100,1,0.03,50,1,0,4,7,2,5,6,40,100,1,1,33,0,0,30
Midfielder,CM,Dominik Szoboszlai,3,False,7.4,3,89,False,0,0,90,0,0,2,88,2,0.07,0.09,0.04,0.11,50,0,73,0,3,75,0,0.07,0,1,1,4,9,1,1,7,0,50,0,3,0,0,0,0
Midfielder,CM,Wataru Endo,3,False,6.7,3,90,False,0,0,,0,0,0,86,0,0,0,0.03,0.03,0,0,67,0,10,100,2,0,100,4,4,9,4,2,3,11,11,40,0,4,0,0,0,0
Midfielder,CM,Cody Gakpo,3,False,7.4,2,83,False,0,0,83,0,0,2,91,0,0.06,0.03,0.04,0.1,50,0,46,3,3,100,0,0.06,0,0,0,3,6,1,4,5,57,0,1,1,67,0,0,0
Attacker,ST,Mohamed Salah,5,False,8.9,13 + 3,90,False,2,0,,0,0,3,72,1,1.04,1.2,0.21,1.25,67,0,66,9,9,50,1,1.04,0,0,0,0,3,0,1,2,33,0,1,0,0,0,1,0
Attacker,ST,Darwin Nunez,5,False,7.9,5,90,False,0,1,,0,0,3,88,2,0.22,0.35,0.11,0.33,100,0,41,3,1,0,1,0.22,100,1,1,3,1,1,4,6,40,40,1,0,0,0,0,0
Attacker,ST,Diogo Jota,5,False,8.2,8,84,False,1,0,83,0,0,3,80,2,0.18,0.44,0.04,0.22,100,2,39,5,2,0,0,0.18,0,1,0,3,2,1,6,7,67,29,3,1,100,0,0,0
Attacker,ST,Yoane Wissa,5,False,6.6,2,72,False,0,0,72,0,0,1,79,0,0.14,0,0.01,0.15,0,0,23,3,1,0,0,0.14,0,1,0,1,4,0,6,2,80,67,3,0,50,0,0,0
Attacker,ST,Bryan Mbeumo,5,False,6.5,2,90,False,0,0,,0,0,3,85,3,0.55,0.59,0.37,0.92,33,0,53,7,2,0,5,0.55,0,2,1,5,6,0,5,10,42,0,3,3,100,0,1,38
Midfielder,CM,Vitaly Janelt,3,False,6.7,1,45,False,0,0,46,0,0,0,89,1,0,0,0.01,0.01,0,0,17,0,1,100,0,0,67,1,0,4,2,0,4,0,100,0,1,0,0,0,0,0
Midfielder,CM,Christian Nørgaard,3,True,7.4,1,90,False,0,0,,1,0,2,77,2,0.25,0,0.28,0.53,0,1,67,5,5,0,0,0.25,0,2,1,8,8,1,8,5,67,57,2,3,100,0,0,0
Midfielder,CM,Mathias Jensen,3,False,6.6,2,72,False,0,0,72,0,0,1,67,1,0.06,0.23,0.03,0.09,100,0,29,0,5,67,0,0.06,0,2,0,5,2,3,1,5,17,0,0,1,50,0,0,0
Defender,LB,Kristoffer Ajer,1,False,6.1,0,90,False,0,0,,1,0,0,65,2,0,0,0.03,0.03,0,0,41,3,5,50,2,0,50,1,0,8,1,0,7,5,60,50,1,2,100,0,0,0
Defender,CB,Ben Mee,1,False,5.8,1,90,False,0,0,,0,0,1,63,1,0.11,0,0.24,0.35,0,1,43,3,2,40,0,0.11,100,4,2,6,4,0,2,5,100,17,0,0,0,0,0,100
Defender,CB,Ethan Pinnock,1,False,6.7,1,90,False,0,0,,0,0,2,88,0,0.28,0.23,0.01,0.29,50,0,65,5,4,57,0,0.28,100,6,2,11,6,0,8,3,100,67,0,0,100,0,1,0
Defender,CB,Nathan Collins,1,False,6.4,1,90,False,0,0,,0,0,1,85,1,0.1,0,0.05,0.15,0,0,67,2,2,0,1,0.1,50,6,6,12,4,0,4,4,50,50,0,1,0,0,0,0
Defender,RB,Mads Roerslev,1,False,5.6,1,72,False,0,0,72,0,0,1,67,0,0.03,0,0,0.03,0,0,23,0,3,0,0,0.03,0,3,1,5,1,0,1,3,33,0,1,2,0,0,0,0
Keeper,GK,Mark Flekken,0,False,7.2,3,90,True,0,0,,0,0,0,67,0,0,0,0,0,0,0,63,0,0,38,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
Keeper,GK,Andre Onana,0,False,8.1,7 + 1,90,True,0,0,,0,0,0,68,0,0,0,0,0,0,0,29,0,0,33,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Defender,RB,Diogo Dalot,1,False,7.6,6,90,False,0,0,,0,0,1,89,1,0.01,0,0.04,0.05,0,0,65,0,6,50,0,0.01,50,1,0,3,8,0,2,1,100,0,0,0,0,0,0,50
Defender,CB,Harry Maguire,1,False,7.7,6,90,False,0,0,,0,0,0,91,1,0,0,0.02,0.02,0,0,99,2,18,69,0,0,0,3,2,9,9,0,4,4,25,75,1,3,0,0,0,0
Defender,CB,Victor Nilsson Lindelöf,1,False,8.5,12 + 3,90,False,1,0,,0,0,1,95,0,0.07,0.07,0.03,0.1,100,0,122,1,26,67,0,0.07,100,3,2,7,3,0,4,2,100,60,0,1,0,0,0,0
Defender,LB,Sergio Reguilon,1,False,7.7,6 + 2,79,False,0,0,79,0,0,1,84,1,0.02,0,0.11,0.13,0,0,88,2,4,33,0,0.02,100,0,0,6,4,1,6,3,63,100,2,2,0,0,0,13
Midfielder,DM,Scott McTominay,2,False,7.6,3,90,False,0,0,,0,0,2,84,0,0.2,0.3,0.02,0.22,50,0,58,2,9,0,0,0.2,0,2,1,5,5,0,7,3,83,50,2,1,100,0,0,0
Midfielder,DM,Christian Eriksen,2,False,6.3,1,40,False,0,0,40,0,0,0,87,0,0,0,0.01,0.01,0,0,35,1,7,50,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0
Midfielder,RW,Marcus Rashford,4,False,6.7,3,90,False,0,0,,0,0,2,88,0,0.3,0.17,0.03,0.33,50,0,55,7,2,100,1,0.3,0,0,0,1,1,1,4,5,29,100,2,0,25,0,1,0
Midfielder,AM,Bruno Fernandes,4,True,7.1,3,90,False,0,0,,0,0,4,77,2,0.38,0,0.31,0.69,0,2,90,3,12,63,1,0.38,67,1,0,5,4,1,4,5,38,100,0,1,0,0,1,33
Midfielder,LW,Alejandro Garnacho,4,False,7.0,3,68,False,0,0,68,0,0,1,97,3,0.08,0,0.05,0.13,0,0,57,8,0,0,3,0.08,50,0,0,2,2,1,5,7,42,0,1,0,40,0,0,0
Attacker,ST,Rasmus Højlund,5,False,6.6,2,79,False,0,0,79,0,0,3,63,0,1.11,0.94,0.05,1.16,50,1,18,6,0,0,0,1.11,0,1,0,1,2,0,0,3,0,0,0,0,0,0,2,0
Attacker,ST,Carlton Morris,5,False,6.1,2,90,False,0,0,,0,0,2,75,1,0.13,0.3,0.01,0.14,100,1,39,7,2,0,2,0.13,0,4,2,8,3,0,4,9,29,33,1,4,50,0,0,0
Midfielder,AM,Chiedozie Ogbene,4,False,6.9,2,86,False,0,0,86,0,0,1,82,2,0.02,0.03,0.05,0.07,100,0,32,5,1,0,1,0.02,100,2,1,4,4,0,3,2,67,50,1,0,0,0,0,0
Midfielder,AM,Andros Townsend,4,False,7.0,2,60,False,0,0,61,0,0,3,63,0,0.09,0.26,0.01,0.1,50,1,35,1,3,20,1,0.09,100,0,0,5,5,1,5,5,56,0,0,0,50,0,0,0
Midfielder,LM,Alfie Doughty,3,False,6.8,2,73,False,0,0,73,0,0,0,89,1,0,0,0.04,0.04,0,0,35,0,3,50,0,0,50,1,0,5,4,0,3,0,100,100,0,0,0,0,0,20
Midfielder,CM,Ross Barkley,3,False,6.8,2,90,False,0,0,,0,0,2,84,2,0.08,0,0.03,0.11,0,1,56,1,6,67,2,0.08,0,2,1,4,8,2,3,6,29,50,1,0,50,0,0,0
Midfielder,CM,Marvelous Nakamba,3,False,6.3,2,86,False,0,0,86,0,0,0,91,0,0,0,0,0,0,0,31,0,1,100,0,0,0,0,0,2,1,0,3,1,75,0,2,0,0,0,0,0
Midfielder,RM,Issa Kaboré,3,False,6.8,1,86,False,0,0,87,1,0,0,87,2,0,0,0.16,0.16,0,0,46,2,2,0,2,0,67,2,0,8,4,1,5,9,42,0,0,3,50,0,0,25
Defender,CB,Gabriel Osho,1,False,6.5,2,90,False,0,0,,0,0,0,79,0,0,0,0.05,0.05,0,0,43,1,3,0,0,0,0,7,1,11,4,0,1,3,0,50,0,1,0,0,0,0
Defender,CB,Tom Lockyer,1,True,7.3,1,90,False,0,0,,1,0,0,77,0,0,0,0.02,0.02,0,0,63,1,5,50,0,0,100,8,4,15,4,0,2,1,50,100,0,1,0,0,0,0
Defender,CB,Teden Mengi,1,False,7.2,2,90,False,0,0,,0,0,1,81,0,0.03,0.09,0,0.03,100,0,45,0,3,0,0,0.03,100,5,1,9,2,0,4,2,80,0,0,0,50,0,0,0
Keeper,GK,Thomas Kaminski,0,False,7.4,3,90,True,0,0,,0,0,0,50,0,0,0,0,0,0,0,40,0,0,22,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Keeper,GK,Alphonse Areola,0,False,6.3,2,90,True,0,0,,0,0,0,88,0,0,0,0,0,0,0,28,0,0,33,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Defender,RB,Vladimir Coufal,1,False,6.6,0,90,False,0,0,,1,0,0,81,0,0,0,0.02,0.02,0,0,61,0,8,25,1,0,100,4,3,11,4,1,6,7,50,40,1,1,0,0,0,25
Defender,CB,Kurt Zouma,1,True,6.9,1,90,False,0,0,,0,0,0,88,0,0,0,0.01,0.01,0,0,76,0,9,50,0,0,100,4,3,6,5,0,4,1,100,50,2,0,0,0,0,0
Defender,CB,Nayef Aguerd,1,False,7.0,1,90,False,0,0,,0,0,0,89,1,0,0,0.04,0.04,0,0,78,1,14,60,0,0,0,2,0,5,6,0,4,2,50,75,0,1,0,0,0,0
Defender,LB,Emerson,1,False,7.2,1,90,False,0,0,,0,0,2,82,1,0.16,0,0.03,0.19,0,1,75,2,4,33,0,0.16,75,0,0,6,5,0,7,5,55,100,1,2,25,0,0,0
Midfielder,DM,Edson Álvarez,2,False,6.6,2,79,False,0,0,79,0,0,2,88,0,0.09,0,0.01,0.1,0,1,73,1,10,38,1,0.09,0,4,3,7,5,0,2,2,67,0,1,0,0,0,0,0
Midfielder,DM,James Ward-Prowse,2,False,8.7,8 + 3,90,False,0,2,,0,0,3,96,5,0.15,0,0.57,0.72,0,2,94,0,12,33,0,0.15,100,1,0,3,5,0,4,1,75,100,2,1,0,0,0,31
Midfielder,RW,Mohammed Kudus,4,False,7.5,1,89,False,0,0,90,1,0,2,91,2,0.08,0,0.06,0.14,0,2,70,2,0,100,3,0.08,100,0,0,3,11,0,6,6,50,0,4,2,33,0,0,33
Midfielder,AM,Tomas Soucek,4,False,8.6,7,90,False,1,0,,0,0,4,68,0,0.64,0.32,0.05,0.69,75,0,35,5,2,0,0,0.64,50,6,4,9,1,0,7,2,67,83,0,0,0,0,2,0
Midfielder,LW,Lucas Paquetá,4,False,8.5,7 + 2,89,False,1,0,90,0,0,2,76,1,0.43,0.3,0.06,0.49,100,0,81,4,8,33,1,0.43,50,2,1,6,12,0,7,9,50,38,1,1,33,0,0,0
Attacker,ST,Jarrod Bowen,5,False,8.0,7 + 1,90,False,1,0,,0,0,1,69,1,0.26,0.65,0.03,0.29,100,0,30,5,1,100,0,0.26,33,1,1,5,1,0,5,6,57,25,0,1,33,0,0,0
Attacker,ST,Anthony Elanga,5,False,7.7,6,90,False,1,0,,1,0,2,69,1,0.15,0.38,0.03,0.18,100,1,40,3,4,0,1,0.15,50,0,0,2,2,0,5,4,57,50,1,0,33,0,0,0
Attacker,ST,Taiwo Awoniyi,5,False,7.6,6,76,False,1,0,76,0,0,3,88,0,1.3,1.26,0.01,1.31,67,0,27,3,1,0,0,1.3,0,2,2,4,2,0,3,3,50,50,1,1,0,0,2,0
Attacker,ST,Morgan Gibbs-White,5,True,6.4,5,90,False,0,0,,0,0,2,72,1,0.18,0.19,0.12,0.3,50,0,61,3,10,33,3,0.18,0,3,1,4,4,0,5,8,50,20,3,0,0,0,0,36
Midfielder,CM,Nicolás Dominguez,3,False,6.2,1,45,False,0,0,46,0,0,1,61,0,0.04,0,0,0.04,0,1,26,3,1,50,2,0.04,100,0,0,3,1,0,2,2,33,100,0,0,0,0,0,0
Midfielder,CM,Orel Mangala,3,False,6.4,2,90,False,0,0,,0,0,0,92,0,0,0,0.01,0.01,0,0,65,0,3,100,2,0,0,4,1,7,4,2,2,6,14,100,1,1,0,0,0,100
Midfielder,CM,Ibrahim Sangaré,3,False,6.7,2,89,False,0,0,90,0,0,0,87,1,0,0,0.14,0.14,0,0,66,2,9,33,1,0,40,3,1,17,5,1,5,12,42,0,0,5,0,0,0,0
Defender,LB,Harry Toffolo,1,False,5.9,1,90,False,0,0,,0,0,0,69,2,0,0,0.16,0.16,0,0,54,0,7,0,1,0,0,1,0,5,6,0,4,4,40,67,1,2,0,0,0,100
Defender,CB,Murillo,1,False,6.3,1,76,False,0,0,76,0,0,0,90,0,0,0,0.01,0.01,0,0,57,0,7,57,0,0,100,3,2,4,3,0,2,0,100,100,0,0,0,0,0,0
Defender,CB,Moussa Niakhaté,1,False,6.0,0,90,False,0,0,,1,0,0,84,0,0,0,0.05,0.05,0,0,75,0,3,29,0,0,100,3,1,7,5,0,4,1,75,100,1,1,0,0,0,0
Defender,RB,Ola Aina,1,False,6.8,4,76,False,0,1,76,0,0,0,85,1,0,0,0.08,0.08,0,0,51,1,5,0,1,0,100,1,0,3,4,0,4,2,33,100,0,0,0,0,0,0
Keeper,GK,Odisseas Vlachodimos,0,False,6.0,2,90,True,0,0,,0,0,0,83,1,0,0,0,0,0,0,45,0,0,62,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Keeper,GK,José Sá,0,False,6.9,2,90,True,0,0,,0,0,0,76,0,0,0,0,0,0,0,28,0,0,50,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Defender,RB,Nélson Semedo,1,False,7.5,2,67,False,0,0,67,0,0,1,76,1,0.02,0,0.02,0.04,0,1,57,0,1,67,1,0.02,100,1,0,3,4,0,6,1,83,100,1,0,100,0,0,0
Defender,CB,Max Kilman,1,True,6.8,2,90,False,0,0,,0,0,0,82,0,0,0,0.02,0.02,0,0,61,0,8,55,0,0,0,4,3,6,3,0,2,2,50,50,0,1,0,0,0,0
Defender,CB,Craig Dawson,1,False,6.8,1,90,False,0,0,,1,0,0,86,0,0,0,0,0,0,0,56,0,5,57,0,0,50,1,0,6,6,1,3,6,40,25,0,2,0,0,0,0
Defender,LB,Toti Gomes,1,False,7.7,2,90,False,0,0,,0,0,2,91,0,0.15,0.66,0,0.15,50,0,68,2,2,67,0,0.15,100,2,0,6,8,0,5,0,100,100,1,0,0,0,0,0
Midfielder,RM,Jean-Ricner Bellegarde,3,False,7.2,2,73,False,0,0,73,0,0,1,88,1,0.06,0,0.04,0.1,0,0,49,1,3,75,1,0.06,0,0,0,2,3,4,9,6,60,0,2,0,83,0,0,0
Midfielder,CM,Mario Lemina,3,False,8.7,7 + 3,90,False,1,0,,0,0,3,88,0,0.79,1.31,0.03,0.82,100,1,57,5,4,80,1,0.79,100,0,0,6,10,0,7,3,78,0,2,1,100,0,0,0
Midfielder,CM,Joao Gomes,3,False,7.9,1,87,False,0,0,87,1,0,2,92,1,0.1,0,0.1,0.2,0,2,70,0,4,50,0,0.1,50,0,0,8,9,2,6,5,50,100,1,3,100,0,0,50
Midfielder,LM,Rayan Ait Nouri,3,False,8.1,1,87,False,0,0,87,1,0,2,91,4,0.1,0,0.19,0.29,0,2,79,4,6,67,1,0.1,50,1,1,4,3,0,11,4,83,33,3,1,100,0,0,25
Midfielder,AM,Hee-Chan Hwang,4,False,6.8,2,90,False,0,0,,0,0,1,80,0,0.26,0,0.04,0.3,0,0,37,3,2,100,0,0.26,33,0,0,7,3,0,8,10,44,0,3,4,25,0,1,0
Attacker,ST,Matheus Cunha,5,False,7.7,5,90,False,0,1,,0,0,3,73,3,0.24,0,0.16,0.4,0,1,51,5,3,100,3,0.24,50,0,0,5,4,2,5,12,33,0,1,2,40,0,0,0
Attacker,ST,Brennan Johnson,5,False,7.7,8 + 1,75,False,1,0,75,0,0,2,73,0,0.41,0.92,0.02,0.43,50,0,41,3,5,50,0,0.41,100,0,0,2,5,0,3,2,60,0,2,1,0,0,0,0
Attacker,ST,Heung-Min Son,5,True,6.4,2,90,False,0,0,,0,0,1,80,1,0.12,0,0.05,0.17,0,1,38,0,4,50,2,0.12,0,1,1,1,1,1,4,4,43,100,2,0,50,0,0,0
Attacker,ST,Dejan Kulusevski,5,False,5.5,2,90,False,0,0,,0,0,1,85,1,0.03,0,0.08,0.11,0,1,47,8,2,100,3,0.03,0,0,0,4,5,5,2,15,7,50,1,4,0,0,0,0
Midfielder,CM,Pape Sarr,3,False,6.3,3,63,False,0,0,63,0,0,0,94,0,0,0,0.02,0.02,0,0,49,0,3,100,1,0,0,3,2,3,5,1,3,5,17,100,1,0,0,0,0,0
Midfielder,CM,Yves Bissouma,3,False,6.7,2,76,False,0,0,76,1,0,0,97,0,0,0,0.01,0.01,0,0,90,0,3,100,2,0,67,4,4,11,6,3,5,9,38,0,1,3,100,0,0,0
Midfielder,CM,Pierre-Emile Højbjerg,3,False,6.8,2,90,False,0,0,,0,0,0,85,1,0,0,0.03,0.03,0,0,99,0,11,50,0,0,0,2,1,6,4,3,4,5,50,0,3,1,0,0,0,0
Defender,LB,Emerson Royal,1,False,6.5,0,90,False,0,0,,1,0,0,94,0,0,0,0.02,0.02,0,0,90,1,3,100,3,0,0,4,2,8,8,3,6,9,42,33,1,1,100,0,0,0
Defender,CB,Ben Davies,1,False,6.8,1,90,False,0,0,,0,0,1,94,0,0.06,0,0.01,0.07,0,0,83,1,4,80,0,0.06,67,3,1,13,5,0,6,1,100,50,2,0,0,0,0,0
Defender,CB,Eric Dier,1,False,6.3,1,90,False,0,0,,0,0,0,94,0,0,0,0,0,0,0,89,0,4,20,0,0,50,5,3,8,1,0,4,2,100,50,0,0,0,0,0,0
Defender,RB,Pedro Porro,1,False,7.7,4 + 1,90,False,0,1,,0,0,0,72,2,0,0,0.62,0.62,0,0,97,1,8,50,1,0,50,5,3,12,4,4,8,7,53,0,2,2,100,0,0,33
Keeper,GK,Guglielmo Vicario,0,False,6.4,1,90,True,0,0,,0,0,0,82,0,0,0,0,0,0,0,50,0,0,17,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
